early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,ONL,ORION PROPERTIES INC,RUSSELL2000,Real Estate,81.96,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,74.61,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1470,AVNS,AVANOS MEDICAL INC,RUSSELL2000,Health Care,37.42,35.0,mixed_sideways,25.0,bearish_proxy,46.6,44.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1471,FUN,SIX FLAGS ENTERTAINMENT CORP,RUSSELL2000,Consumer Discretionary,37.41,35.0,mixed_sideways,25.0,bearish_proxy,47.05,43.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1472,TPB,TURNING POINT BRANDS INC,RUSSELL2000,Consumer Staples,37.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.94,44.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1473,OSIS,OSI SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,37.38,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.33,43.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1474,COCO,THE VITA COCO COMPANY INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Staples,37.37,38.0,mixed_sideways,25.0,bearish_proxy,43.73,44.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1475,ARVN,ARVINAS INC,NASDAQ+RUSSELL2000,Health Care,37.34,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.77,44.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1476,OLMA,OLEMA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,37.32,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.72,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1477,MTUS,METALLUS INC,RUSSELL2000,Materials,37.29,35.0,mixed_sideways,25.0,bearish_proxy,46.68,43.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1478,HCKT,HACKETT GROUP INC,NASDAQ+RUSSELL2000,Information Technology,37.28,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.03,43.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1479,PAGS,PAGSEGURO DIGITAL LTD CLASS A,RUSSELL2000,Financials,37.28,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.05,43.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1480,ENOV,ENOVIS CORP,RUSSELL2000,Health Care,37.26,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.53,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1481,REX,REX AMERICAN RESOURCES CORP,RUSSELL2000,Energy,37.16,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.67,43.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1482,GPRE,GREEN PLAINS INC,NASDAQ+RUSSELL2000,Energy,37.08,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.42,43.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1483,VYGR,VOYAGER THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.06,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.92,44.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1484,ARI,APOLLO COMMERCIAL REAL ESTATE FINA,RUSSELL2000,Financials,37.01,18.0,bearish_transition,26.35,bearish_proxy,60.25,46.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1485,OIS,OIL STATES INTERNATIONAL INC,RUSSELL2000,Energy,37.0,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.18,43.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1486,UPWK,UPWORK INC,NASDAQ+RUSSELL2000,Industrials,36.95,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.04,43.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1487,PNRG,PRIMEENERGY RESOURCES CORP,NASDAQ+RUSSELL2000,Energy,36.94,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.0,43.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1488,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,RUSSELL2000,Financials,36.94,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.01,43.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1489,COTY,COTY INC CLASS A,RUSSELL2000,Consumer Staples,36.91,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.47,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1490,CSV,CARRIAGE SERVICES INC,RUSSELL2000,Consumer Discretionary,36.88,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.83,43.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1491,CABA,CABALETTA BIO INC,NASDAQ+RUSSELL2000,Health Care,36.87,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,27.67,40.78,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1492,TIC,TIC SOLUTIONS INC,RUSSELL2000,Industrials,36.86,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.78,43.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1493,AESI,ATLAS ENERGY SOLUTIONS INC,RUSSELL2000,Energy,36.85,35.0,mixed_sideways,25.0,bearish_proxy,45.33,43.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1494,XRX,XEROX HOLDINGS CORP,NASDAQ+RUSSELL2000,Information Technology,36.77,35.0,mixed_sideways,25.0,bearish_proxy,45.1,43.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1495,INTT,INTEST CORP,RUSSELL2000,Information Technology,36.69,35.0,mixed_sideways,25.0,bearish_proxy,44.86,43.22,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1496,APC,ARKO PETROLEUM CORP CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,36.66,15.0,bearish_transition,25.0,bearish_proxy,62.95,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1497,ACR,ACRES COMMERCIAL REALTY CORP,RUSSELL2000,Financials,36.63,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.06,43.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1498,LAW,CS DISCO INC,RUSSELL2000,Information Technology,36.6,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.97,43.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1499,HLLY,HOLLEY INC,RUSSELL2000,Consumer Discretionary,36.59,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.94,43.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1500,STNE,STONECO LTD CLASS A,NASDAQ+RUSSELL2000,Financials,36.56,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.85,43.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1501,FIP,FTAI INFRASTRUCTURE INC,NASDAQ+RUSSELL2000,Industrials,36.52,18.0,bearish_transition,51.15,bullish_below_zero_proxy,39.99,42.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1502,TE,T1 ENERGY INC,RUSSELL2000,Information Technology,36.5,72.0,confirmed_bullish_trend,25.0,bearish_proxy,10.65,36.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1503,GAIA,GAIA INC CLASS A,NASDAQ+RUSSELL2000,Communication,36.46,15.0,bearish_transition,25.0,bearish_proxy,62.33,46.72,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1504,VSH,VISHAY INTERTECHNOLOGY INC,RUSSELL2000,Information Technology,36.44,35.0,mixed_sideways,25.0,bearish_proxy,44.09,43.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1505,EBS,EMERGENT BIOSOLUTIONS INC,RUSSELL2000,Health Care,36.43,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.02,43.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1506,MGPI,MGP INGREDIENTS INC,NASDAQ+RUSSELL2000,Consumer Staples,36.42,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.98,43.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1507,CATX,PERSPECTIVE THERAPEUTICS INC,RUSSELL2000,Health Care,36.42,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.98,43.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1508,CPRX,CATALYST PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,36.39,72.0,confirmed_bullish_trend,22.75,bearish_proxy,48.87,45.02,12.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1509,GTN,GRAY MEDIA INC,RUSSELL2000,Communication,36.33,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.17,42.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1510,LCII,LCI INDUSTRIES,RUSSELL2000,Consumer Discretionary,36.3,18.0,bearish_transition,51.15,bullish_below_zero_proxy,39.31,42.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1511,CABO,CABLE ONE INC,RUSSELL2000,Communication,36.21,18.0,bearish_transition,49.8,bullish_below_zero_proxy,40.06,42.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1512,AMPY,AMPLIFY ENERGY CORP,RUSSELL2000,Energy,36.18,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.71,42.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1513,BBUC,BROOKFIELD BUSINESS CORP CLASS A,RUSSELL2000,Industrials,36.15,15.0,bearish_transition,25.0,bearish_proxy,61.39,46.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1514,TMDX,TRANSMEDICS GROUP INC,NASDAQ+RUSSELL2000,Health Care,36.13,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.11,43.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1515,CSPI,CSP INC,NASDAQ+RUSSELL2000,Information Technology,36.03,15.0,bearish_transition,25.0,bearish_proxy,61.05,46.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1516,ABR,ARBOR REALTY TRUST REIT INC,RUSSELL2000,Financials,36.03,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.25,42.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1517,CRBU,CARIBOU BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,35.85,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,24.58,40.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1518,GBTG,GLOBAL BUSINESS TRAVEL GROUP INC A,RUSSELL2000,Consumer Discretionary,35.82,72.0,confirmed_bullish_trend,22.75,bearish_proxy,47.58,43.77,12.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1519,BOOT,BOOT BARN HOLDINGS INC,RUSSELL2000,Consumer Discretionary,35.79,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,45.92,43.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1520,ARMP,ARMATA PHARMACEUTICALS INC,RUSSELL2000,Health Care,35.72,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.86,43.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1521,INR,INFINITY NATURAL RESOURCES INC CLA,RUSSELL2000,Energy,35.72,15.0,bearish_transition,49.8,bullish_below_zero_proxy,41.32,42.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1522,SMID,SMITH MIDLAND CORP,NASDAQ+RUSSELL2000,Materials,35.69,15.0,bearish_transition,49.8,bullish_below_zero_proxy,41.22,42.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1523,KODK,EASTMAN KODAK,RUSSELL2000,Information Technology,35.63,15.0,bearish_transition,49.8,bullish_below_zero_proxy,41.05,42.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1524,HY,HYSTER YALE INC CLASS A,RUSSELL2000,Industrials,35.61,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,45.38,43.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1525,KEEL,KEEL INFRASTRUCTURE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,35.57,35.0,mixed_sideways,25.0,bearish_proxy,41.46,42.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1526,WLTH,WEALTHFRONT CORP,NASDAQ+RUSSELL2000,Financials,35.54,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,24.09,39.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1527,RC,READY CAPITAL CORP,RUSSELL2000,Financials,35.51,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.69,42.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1528,TBRG,TRUBRIDGE INC,NASDAQ+RUSSELL2000,Health Care,35.5,75.0,confirmed_bullish_trend,24.1,bearish_proxy,51.8,45.61,15.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1529,ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,RUSSELL2000,Information Technology,35.5,35.0,mixed_sideways,25.0,bearish_proxy,41.24,42.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1530,WWW,WOLVERINE WORLD WIDE INC,RUSSELL2000,Consumer Discretionary,35.49,35.0,mixed_sideways,25.0,bearish_proxy,41.21,42.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1531,CRML,CRITICAL METALS CORP,NASDAQ+RUSSELL2000,Materials,35.38,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,23.62,38.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1532,PWP,PERELLA WEINBERG PARTNERS CLASS A,NASDAQ+RUSSELL2000,Financials,35.36,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.22,42.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1533,NUS,NU SKIN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Staples,35.36,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.77,43.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1534,LDI,LOANDEPOT INC CLASS A,RUSSELL2000,Financials,35.33,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.14,42.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1535,VLGEA,VILLAGE SUPER MARKET INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,35.31,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.62,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1536,GLIBK,LIBERTY CAPITAL CORP SERIES C,RUSSELL2000,Communication,35.31,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.07,42.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1537,VNDA,VANDA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,35.3,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.59,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1538,TARA,PROTARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,35.29,18.0,bearish_transition,51.15,bullish_below_zero_proxy,35.81,42.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1539,EVCM,EVERCOMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,35.19,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.7,42.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1540,WOR,WORTHINGTON ENTERPRISES INC,RUSSELL2000,Industrials,35.15,15.0,bearish_transition,25.0,bearish_proxy,58.38,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1541,DIOD,DIODES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.9,35.0,mixed_sideways,25.0,bearish_proxy,39.44,42.14,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1542,ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,34.88,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.31,42.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1543,TBCH,TURTLE BEACH CORP,NASDAQ+RUSSELL2000,Information Technology,34.85,35.0,mixed_sideways,25.0,bearish_proxy,39.28,42.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1544,SSRM,SSR MINING INC,NASDAQ+NASDAQ500+RUSSELL2000,Materials,34.84,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.65,41.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1545,LXEO,LEXEO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,34.78,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.0,42.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1546,RJET,REPUBLIC AIRWAYS HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,34.74,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.33,41.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1547,CHRS,COHERUS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,34.71,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.8,42.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1548,TLS,TELOS CORPORATION CORP,NASDAQ+RUSSELL2000,Information Technology,34.63,35.0,mixed_sideways,25.0,bearish_proxy,38.61,41.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1549,MARA,MARA HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.25,38.0,mixed_sideways,25.0,bearish_proxy,34.75,41.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1550,BRCB,BLACK ROCK COFFEE BAR INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,34.17,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.6,41.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1551,CEVA,CEVA INC,NASDAQ+RUSSELL2000,Information Technology,34.06,35.0,mixed_sideways,25.0,bearish_proxy,36.89,41.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1552,YSWY,YESWAY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,34.05,35.0,mixed_sideways,25.0,bearish_proxy,36.41,42.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1553,SKYT,SKYWATER TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,34.04,35.0,mixed_sideways,25.0,bearish_proxy,36.83,41.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1554,ZENA,ZENATECH INC,NASDAQ+RUSSELL2000,Information Technology,34.03,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.19,41.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1555,SXC,SUNCOKE ENERGY INC,RUSSELL2000,Materials,34.01,35.0,mixed_sideways,25.0,bearish_proxy,36.72,41.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1556,RXST,RXSIGHT INC,NASDAQ+RUSSELL2000,Health Care,33.98,18.0,bearish_transition,49.8,bullish_below_zero_proxy,41.94,43.64,3.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1557,IPI,INTREPID POTASH INC,RUSSELL2000,Materials,33.98,18.0,bearish_transition,51.15,bullish_below_zero_proxy,32.27,40.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1558,SB,SAFE BULKERS INC,RUSSELL2000,Industrials,33.93,15.0,bearish_transition,25.0,bearish_proxy,54.68,45.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1559,XPRO,EXPRO GROUP HOLDINGS NV,RUSSELL2000,Energy,33.88,18.0,bearish_transition,25.0,bearish_proxy,51.8,44.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
