early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_prism_rank,signal,risk
1387,ACAD,ACADIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,37.55,18.0,bearish_transition,49.8,bullish_below_zero_proxy,52.76,45.8,3.0,2,469,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1388,DMAC,DIAMEDICA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.44,18.0,bearish_transition,51.15,bullish_below_zero_proxy,42.32,43.71,0.0,2,1594,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1389,EMBC,EMBECTA CORP,NASDAQ+RUSSELL2000,Health Care,37.31,18.0,bearish_transition,49.8,bullish_below_zero_proxy,52.05,45.66,3.0,2,493,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1390,HAE,HAEMONETICS CORP,RUSSELL2000,Health Care,37.29,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.0,45.25,0.0,2,622,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1391,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,RUSSELL2000,Consumer Staples,37.29,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.0,45.25,0.0,2,631,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1392,NVCR,NOVOCURE LTD,NASDAQ+RUSSELL2000,Health Care,37.27,38.0,mixed_sideways,25.0,bearish_proxy,52.52,45.75,3.0,2,477,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1393,MVST,MICROVAST HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,37.27,18.0,bearish_transition,51.15,bullish_below_zero_proxy,42.25,42.7,0.0,2,1678,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1394,ENVX,ENOVIX CORP,NASDAQ+RUSSELL2000,Industrials,37.25,35.0,mixed_sideways,25.0,bearish_proxy,46.56,43.56,0.0,2,1608,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1395,TITN,TITAN MACHINERY INC,NASDAQ+RUSSELL2000,Industrials,37.24,38.0,mixed_sideways,25.0,bearish_proxy,43.8,43.01,0.0,2,1659,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1396,MOV,MOVADO GROUP INC,RUSSELL2000,Consumer Discretionary,37.23,75.0,confirmed_bullish_trend,24.1,bearish_proxy,50.0,44.25,12.93,2,1255,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1397,FMNB,FARMERS NATIONAL BANC CORP,NASDAQ+RUSSELL2000,Financials,37.22,38.0,mixed_sideways,25.0,bearish_proxy,52.84,44.82,3.0,2,764,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1398,COFS,CHOICEONE FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,37.2,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,56.55,45.56,3.0,2,517,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1399,CPRX,CATALYST PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,37.19,75.0,confirmed_bullish_trend,22.75,bearish_proxy,49.52,45.15,12.63,2,699,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1400,SGHC,SUPER GROUP LTD,RUSSELL2000,Consumer Discretionary,37.14,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.0,44.25,0.0,2,1397,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1401,THRY,THRYV HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,37.14,38.0,mixed_sideways,26.35,bearish_proxy,42.47,42.74,0.0,2,1676,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1402,GYRE,GYRE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.09,18.0,bearish_transition,49.8,bullish_below_zero_proxy,42.29,43.71,0.0,2,1597,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1403,CMPX,COMPASS THERAPEUTICS,NASDAQ+RUSSELL2000,Health Care,37.06,18.0,bearish_transition,49.8,bullish_below_zero_proxy,51.28,45.51,3.0,2,527,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1404,CTKB,CYTEK BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,37.05,18.0,bearish_transition,20.0,fresh_bearish_cross_proxy,73.82,50.01,3.0,2,104,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1405,TLS,TELOS CORPORATION CORP,NASDAQ+RUSSELL2000,Information Technology,37.05,38.0,mixed_sideways,25.0,bearish_proxy,43.21,42.89,0.0,2,1667,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1406,CWST,CASELLA WASTE SYSTEMS INC CLASS A,NASDAQ+RUSSELL2000,Industrials,36.97,38.0,mixed_sideways,21.35,fresh_bearish_cross_proxy,45.73,43.4,0.0,2,1632,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1407,INOD,INNODATA INC,NASDAQ+RUSSELL2000,Industrials,36.97,38.0,mixed_sideways,26.35,bearish_proxy,41.96,42.64,0.0,2,1681,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1408,HPK,HIGHPEAK ENERGY INC,NASDAQ+RUSSELL2000,Energy,36.97,38.0,mixed_sideways,26.35,bearish_proxy,41.94,42.64,0.0,2,1682,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1409,SANA,SANA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,36.95,18.0,bearish_transition,51.15,bullish_below_zero_proxy,40.84,43.42,0.0,2,1628,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1410,AKBA,AKEBIA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,36.92,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.85,45.42,3.0,2,544,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1411,PATK,PATRICK INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,36.84,18.0,bearish_transition,51.15,bullish_below_zero_proxy,40.94,42.44,0.0,2,1703,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1412,MZTI,MARZETTI,NASDAQ+RUSSELL2000,Consumer Staples,36.79,18.0,bearish_transition,49.8,bullish_below_zero_proxy,41.38,43.53,0.0,2,1614,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1413,PRAX,PRAXIS PRECISION MEDICINES INC,NASDAQ+RUSSELL2000,Health Care,36.79,18.0,bearish_transition,73.15,fresh_below_zero_cross_proxy,23.69,39.99,0.0,2,1818,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1414,PNBK,PATRIOT NATIONAL BANCORP INC,NASDAQ+RUSSELL2000,Financials,36.75,18.0,bearish_transition,51.15,bullish_below_zero_proxy,40.67,42.38,0.0,2,1706,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1415,RMBS,RAMBUS INC,NASDAQ+RUSSELL2000,Information Technology,36.73,38.0,mixed_sideways,26.35,bearish_proxy,41.22,42.49,0.0,2,1696,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1416,NATR,NATURES SUNSHINE PRODUCTS INC,NASDAQ+RUSSELL2000,Consumer Staples,36.7,18.0,bearish_transition,49.8,bullish_below_zero_proxy,41.1,43.47,0.0,2,1620,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1417,HCKT,HACKETT GROUP INC,NASDAQ+RUSSELL2000,Information Technology,36.65,18.0,bearish_transition,20.0,fresh_bearish_cross_proxy,63.97,47.04,0.0,2,275,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1418,NJR,NEW JERSEY RESOURCES CORP,RUSSELL2000,Utilities,36.64,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,45.25,3.0,2,633,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1419,NUS,NU SKIN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Staples,36.64,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,45.25,3.0,2,634,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1420,NWN,NORTHWEST NATURAL HOLDING COMPANY,RUSSELL2000,Utilities,36.64,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,45.25,3.0,2,636,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1421,LMAT,LEMAITRE VASCULAR INC,NASDAQ+RUSSELL2000,Health Care,36.61,18.0,bearish_transition,49.8,bullish_below_zero_proxy,40.82,43.41,0.0,2,1629,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1422,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,36.59,18.0,bearish_transition,49.8,bullish_below_zero_proxy,49.86,45.22,3.0,2,677,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1423,BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,RUSSELL2000,Financials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,950,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1424,CABO,CABLE ONE INC,RUSSELL2000,Communication,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,953,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1425,CDE,COEUR MINING INC,RUSSELL2000,Materials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,966,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1426,CIM,CHIMERA INVESTMENT CORP,RUSSELL2000,Financials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,971,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1427,CTGO,CONTANGO SILVER AND GOLD INC,RUSSELL2000,Materials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1007,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1428,DLX,DELUXE CORP,RUSSELL2000,Industrials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1041,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1429,EGY,VAALCO ENERGY INC,RUSSELL2000,Energy,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1054,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1430,ESNT,ESSENT GROUP LTD,RUSSELL2000,Financials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1065,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1431,LFT,LUMENT FINANCE TRUST INC,RUSSELL2000,Financials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1210,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1432,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,RUSSELL2000,Financials,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1340,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1433,VTOL,BRISTOW GROUP INC,RUSSELL2000,Energy,36.49,18.0,bearish_transition,49.8,bullish_below_zero_proxy,50.0,44.25,3.0,2,1491,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1434,AVO,MISSION PRODUCE INC,NASDAQ+RUSSELL2000,Consumer Staples,36.49,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.18,43.89,0.0,2,1579,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1435,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,36.34,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,53.95,45.04,3.0,2,721,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1436,FG,F&G ANNUITIES AND LIFE INC,RUSSELL2000,Financials,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1080,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1437,MC,MOELIS CLASS A,RUSSELL2000,Financials,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1234,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1438,MTUS,METALLUS INC,RUSSELL2000,Materials,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1260,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1439,SAH,SONIC AUTOMOTIVE INC CLASS A,RUSSELL2000,Consumer Discretionary,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1384,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1440,SPIR,SPIRE GLOBAL INC CLASS A,RUSSELL2000,Industrials,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1420,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1441,TBI,TRUEBLUE INC,RUSSELL2000,Industrials,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1433,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1442,WS,WORTHINGTON STEEL INC,RUSSELL2000,Materials,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1506,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1443,WSR,WHITESTONE REIT,RUSSELL2000,Real Estate,36.29,38.0,mixed_sideways,25.0,bearish_proxy,50.0,44.25,3.0,2,1507,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1444,AGNT,AGNT INC,NASDAQ+RUSSELL2000,Real Estate,36.28,18.0,bearish_transition,49.8,bullish_below_zero_proxy,49.38,44.13,3.0,2,1544,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1445,SANM,SANMINA CORP,NASDAQ+RUSSELL2000,Information Technology,36.23,38.0,mixed_sideways,25.0,bearish_proxy,49.82,44.21,3.0,2,1531,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1446,MNTK,MONTAUK RENEWABLES INC,NASDAQ+RUSSELL2000,Utilities,36.21,38.0,mixed_sideways,26.35,bearish_proxy,39.21,43.09,0.0,2,1654,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1447,TNDM,TANDEM DIABETES CARE INC,NASDAQ+RUSSELL2000,Health Care,36.18,18.0,bearish_transition,25.0,bearish_proxy,58.3,46.91,0.0,2,288,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1448,BFLY,BUTTERFLY NETWORK INC CLASS A,RUSSELL2000,Health Care,36.18,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,45.25,23.0,2,594,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 6.2 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
1449,WVE,WAVE LIFE SCIENCES LTD,NASDAQ+RUSSELL2000,Health Care,36.18,18.0,bearish_transition,51.15,bullish_below_zero_proxy,38.51,42.95,0.0,2,1663,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1450,JRVR,JAMES RIVER GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,36.12,18.0,bearish_transition,49.8,bullish_below_zero_proxy,39.81,42.21,0.0,2,1712,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1451,RDNT,RADNET INC,NASDAQ+RUSSELL2000,Health Care,35.96,18.0,bearish_transition,49.8,bullish_below_zero_proxy,47.94,44.84,3.0,2,759,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1452,FINW,FINWISE BANCORP,NASDAQ+RUSSELL2000,Financials,35.91,18.0,bearish_transition,49.8,bullish_below_zero_proxy,48.26,43.9,3.0,2,1577,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1453,PPTA,PERPETUA RESOURCES CORP,NASDAQ+RUSSELL2000,Materials,35.91,15.0,bearish_transition,49.8,bullish_below_zero_proxy,41.89,42.63,0.0,2,1684,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1454,MNRO,MONRO INC,NASDAQ+RUSSELL2000,Consumer Discretionary,35.85,18.0,bearish_transition,49.8,bullish_below_zero_proxy,48.06,43.86,3.0,2,1580,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1455,KRUS,KURA SUSHI USA INC,NASDAQ+RUSSELL2000,Consumer Discretionary,35.8,15.0,bearish_transition,49.8,bullish_below_zero_proxy,41.54,42.56,0.0,2,1688,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1456,SMTC,SEMTECH CORP,NASDAQ+RUSSELL2000,Information Technology,35.78,38.0,mixed_sideways,25.0,bearish_proxy,48.47,43.94,3.0,2,1574,EMA: mixed_sideways; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1457,UPWK,UPWORK INC,NASDAQ+RUSSELL2000,Industrials,35.74,18.0,bearish_transition,49.8,bullish_below_zero_proxy,38.66,41.98,0.0,2,1723,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1458,EYE,NATIONAL VISION HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,35.72,18.0,bearish_transition,51.15,bullish_below_zero_proxy,37.56,41.76,0.0,2,1738,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1459,VSTM,VERASTEM INC,NASDAQ+RUSSELL2000,Health Care,35.71,18.0,bearish_transition,49.8,bullish_below_zero_proxy,38.11,42.87,0.0,2,1669,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1460,TREE,LENDINGTREE INC,NASDAQ+RUSSELL2000,Financials,35.7,18.0,bearish_transition,49.8,bullish_below_zero_proxy,47.62,43.77,3.0,2,1589,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1461,TVGN,TEVOGEN BIO HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,35.69,35.0,mixed_sideways,25.0,bearish_proxy,41.38,43.53,0.0,2,1615,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1462,AMBQ,AMBIQ MICRO INC,RUSSELL2000,Information Technology,35.67,75.0,confirmed_bullish_trend,22.75,bearish_proxy,50.0,44.25,14.16,2,874,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.3 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
1463,OPRX,OPTIMIZERX CORP,NASDAQ+RUSSELL2000,Health Care,35.6,18.0,bearish_transition,49.8,bullish_below_zero_proxy,37.76,42.8,0.0,2,1673,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1464,SAMG,SILVERCREST ASSET MANAGEMENT GROUP,NASDAQ+RUSSELL2000,Financials,35.51,18.0,bearish_transition,49.8,bullish_below_zero_proxy,37.93,41.84,0.0,2,1735,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1465,NAGE,NIAGEN BIOSCIENCE INC,NASDAQ+RUSSELL2000,Consumer Staples,35.46,18.0,bearish_transition,51.15,bullish_below_zero_proxy,36.32,42.51,0.0,2,1692,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1466,SHOE,SHOE STATION GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,35.44,18.0,bearish_transition,26.35,bearish_proxy,55.49,45.35,0.0,2,555,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1467,NRC,NRC HEALTH,NASDAQ+RUSSELL2000,Health Care,35.44,38.0,mixed_sideways,26.35,bearish_proxy,36.86,42.62,0.0,2,1685,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1468,EOSE,EOS ENERGY ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,35.3,38.0,mixed_sideways,26.35,bearish_proxy,36.91,41.63,0.0,2,1748,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1469,REAX,REAL BROKERAGE INC,NASDAQ+RUSSELL2000,Real Estate,35.22,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.79,42.21,0.0,2,1713,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1470,AHCO,ADAPTHEALTH CORP,NASDAQ+RUSSELL2000,Health Care,35.15,18.0,bearish_transition,49.8,bullish_below_zero_proxy,36.4,42.53,0.0,2,1689,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1471,SVC,SERVICE PROPERTIES TRUST,NASDAQ+RUSSELL2000,Real Estate,35.13,38.0,mixed_sideways,25.0,bearish_proxy,37.39,41.73,0.0,2,1741,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1472,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,35.12,18.0,bearish_transition,51.15,bullish_below_zero_proxy,35.74,41.4,0.0,2,1758,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1473,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,35.09,18.0,bearish_transition,51.15,bullish_below_zero_proxy,35.19,42.29,0.0,2,1710,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1474,PWP,PERELLA WEINBERG PARTNERS CLASS A,NASDAQ+RUSSELL2000,Financials,35.08,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.37,42.12,0.0,2,1719,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1475,CHCT,COMMUNITY HEALTHCARE TRUST INC,RUSSELL2000,Real Estate,35.04,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.0,44.25,3.0,2,969,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1476,EQBK,EQUITY BANCSHARES INC CLASS A,RUSSELL2000,Financials,35.04,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.0,44.25,3.0,2,1063,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1477,KRG,KITE REALTY GROUP TRUST REIT,RUSSELL2000,Real Estate,35.04,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.0,44.25,3.0,2,1195,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1478,ENTA,ENANTA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,35.04,18.0,bearish_transition,51.15,bullish_below_zero_proxy,35.06,42.26,0.0,2,1711,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1479,GLRE,GREENLIGHT CAPITAL LTD CLASS A,NASDAQ+RUSSELL2000,Financials,35.03,18.0,bearish_transition,51.15,bullish_below_zero_proxy,35.48,41.35,0.0,2,1762,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1480,PHAT,PHATHOM PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,34.95,18.0,bearish_transition,51.15,bullish_below_zero_proxy,34.76,42.2,0.0,2,1714,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1481,NKTX,NKARTA INC,NASDAQ+RUSSELL2000,Health Care,34.93,35.0,mixed_sideways,25.0,bearish_proxy,39.06,43.06,0.0,2,1658,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1482,FSLY,FASTLY INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,34.88,18.0,bearish_transition,51.15,bullish_below_zero_proxy,35.01,41.25,0.0,2,1764,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1483,GBTG,GLOBAL BUSINESS TRAVEL GROUP INC A,RUSSELL2000,Consumer Discretionary,34.87,72.0,confirmed_bullish_trend,22.75,bearish_proxy,50.0,44.25,14.05,2,1100,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
