early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,80.03,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,93.76,54.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
85,PMTS,CPI CARD GROUP INC,NASDAQ+RUSSELL2000,Information Technology,67.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,78.01,49.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
86,XPOF,XPONENTIAL FITNESS INC CLASS A,RUSSELL2000,Consumer Discretionary,67.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.98,49.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,SRPT,SAREPTA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,67.79,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,60.76,47.4,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
88,TLSI,TRISALUS LF SC CM A,NASDAQ+RUSSELL2000,Health Care,67.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.08,50.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,ARQT,ARCUTIS BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.05,50.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,HLMN,HILLMAN SOLUTIONS CORP,NASDAQ+RUSSELL2000,Industrials,67.74,82.0,early_transition,61.8,bullish_above_signal_proxy,68.34,47.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
91,CAMP,CAMP4 THERAPEUTICS CORP,NASDAQ+RUSSELL2000,Health Care,67.72,82.0,early_transition,49.8,bullish_below_zero_proxy,76.93,50.64,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
92,HBNC,HORIZON BANCORP INC,NASDAQ+RUSSELL2000,Financials,67.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.2,49.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,VITL,VITAL FARMS INC,NASDAQ+RUSSELL2000,Consumer Staples,67.64,82.0,early_transition,61.8,bullish_above_signal_proxy,67.59,48.77,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
94,NUVB,NUVATION BIO INC CLASS A,RUSSELL2000,Health Care,67.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.55,50.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
95,PROK,PROKIDNEY CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,67.57,82.0,early_transition,61.8,bullish_above_signal_proxy,67.38,48.73,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,GRC,GORMAN-RUPP,RUSSELL2000,Industrials,67.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.74,49.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,AVBH,AVIDBANK HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,67.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.7,49.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,BELFB,BEL FUSE INC CLASS B,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,67.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.61,49.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,SMPL,THE SIMPLY GOOD FOODS COMPANY,NASDAQ+RUSSELL2000,Consumer Staples,67.44,82.0,early_transition,61.8,bullish_above_signal_proxy,66.97,48.64,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,NASDAQ+RUSSELL2000,Health Care,67.43,82.0,early_transition,49.8,bullish_below_zero_proxy,76.04,50.46,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
101,UFPI,UFP INDUSTRIES INC,NASDAQ+RUSSELL2000,Industrials,67.43,82.0,early_transition,61.8,bullish_above_signal_proxy,67.41,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,ELA,ENVELA CORP,RUSSELL2000,Consumer Discretionary,67.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.47,49.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,CBK,COMMERCIAL BANCGROUP INC,NASDAQ+RUSSELL2000,Financials,67.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.41,49.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,ANGO,ANGIODYNAMICS INC,NASDAQ+RUSSELL2000,Health Care,67.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.79,50.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,IRWD,IRONWOOD PHARMA INC CLASS A,NASDAQ+RUSSELL2000,Health Care,67.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.74,50.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,OSG,OCTAVE SPECIALTY GROUP INC,RUSSELL2000,Financials,67.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.19,49.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,BLFS,BIOLIFE SOLUTIONS INC,NASDAQ+RUSSELL2000,Health Care,67.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.71,50.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,NSSC,NAPCO SECURITY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,67.31,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.78,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
109,FINW,FINWISE BANCORP,NASDAQ+RUSSELL2000,Financials,67.28,85.0,early_transition,61.8,bullish_above_signal_proxy,73.32,48.91,3.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
110,NVRI,ENVIRI CORP,RUSSELL2000,Industrials,67.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.01,49.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,ORN,ORION GROUP INC,RUSSELL2000,Industrials,67.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.02,49.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,BCRX,BIOCRYST PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,67.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.48,50.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,GYRE,GYRE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.25,82.0,early_transition,49.8,bullish_below_zero_proxy,75.49,50.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
114,RSI,RUSH STREET INTERACTIVE INC CLASS,RUSSELL2000,Consumer Discretionary,67.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.87,49.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,VRDN,VIRIDIAN THERAPEUTICS ORS INC,NASDAQ+RUSSELL2000,Health Care,67.21,82.0,early_transition,61.8,bullish_above_signal_proxy,66.28,48.51,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,ESE,ESCO TECHNOLOGIES INC,RUSSELL2000,Industrials,67.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.78,49.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,VRTS,VIRTUS INVESTMENT PARTNERS INC,RUSSELL2000,Financials,67.13,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.13,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
118,NRIM,NORTHRIM BANCORP INC,NASDAQ+RUSSELL2000,Financials,67.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.49,49.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
119,WRBY,WARBY PARKER INC CLASS A,RUSSELL2000,Consumer Discretionary,67.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.5,49.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
120,UAA,UNDER ARMOUR INC CLASS A,RUSSELL2000,Consumer Discretionary,67.09,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.47,49.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,SBGI,SINCLAIR INC CLASS A,NASDAQ+RUSSELL2000,Communication,67.06,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.02,46.05,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
122,MTW,MANITOWOC INC,RUSSELL2000,Industrials,67.02,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.24,49.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,CENTA,CENTRAL GARDEN AND PET CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,67.01,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.77,50.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,ATRC,ATRICURE INC,NASDAQ+RUSSELL2000,Health Care,66.95,82.0,early_transition,61.8,bullish_above_signal_proxy,65.49,48.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,EVTC,EVERTEC INC,RUSSELL2000,Financials,66.9,82.0,early_transition,61.8,bullish_above_signal_proxy,65.78,47.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.88,82.0,early_transition,49.8,bullish_below_zero_proxy,74.36,50.12,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
127,BRBS,BLUE RIDGE BANKSHARES INC,RUSSELL2000,Financials,66.88,82.0,early_transition,61.8,bullish_above_signal_proxy,65.72,47.39,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,SRZN,SURROZEN INC,NASDAQ+RUSSELL2000,Health Care,66.86,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.95,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
129,AXGN,AXOGEN INC,NASDAQ+RUSSELL2000,Health Care,66.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.2,50.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,RMBI,RICHMOND MUTUAL BANCORPORATION INC,NASDAQ+RUSSELL2000,Financials,66.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.62,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,CIVB,CIVISTA BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,66.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.4,49.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,CFFI,C AND F FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,66.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.36,49.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,ACIC,AMERICAN COASTAL INSURANCE CORP,NASDAQ+RUSSELL2000,Financials,66.65,82.0,early_transition,61.8,bullish_above_signal_proxy,65.03,47.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,LCNB,LCNB CORP,NASDAQ+RUSSELL2000,Financials,66.64,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.1,49.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,NMRK,NEWMARK GROUP INC CLASS A,NASDAQ+RUSSELL2000,Real Estate,66.64,82.0,early_transition,61.8,bullish_above_signal_proxy,65.0,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,USPH,US PHYSICAL THERAPY INC,RUSSELL2000,Health Care,66.59,82.0,early_transition,61.8,bullish_above_signal_proxy,64.4,48.13,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,CASH,PATHWARD FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,66.57,82.0,early_transition,61.8,bullish_above_signal_proxy,64.8,47.21,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,RBKB,RHINEBECK BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.82,49.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,EPAC,ENERPAC TOOL GROUP CORP CLASS A,RUSSELL2000,Industrials,66.54,82.0,early_transition,61.8,bullish_above_signal_proxy,64.71,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,GT,GOODYEAR TIRE & RUBBER,NASDAQ+RUSSELL2000,Consumer Discretionary,66.51,82.0,early_transition,61.8,bullish_above_signal_proxy,64.6,47.17,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,PKOH,PARK OHIO HOLDINGS CORP,NASDAQ+RUSSELL2000,Industrials,66.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.72,48.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
142,BPRN,PRINCETON BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.63,48.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,BNED,BARNES AND NOBLE EDUCATION INC,RUSSELL2000,Consumer Discretionary,66.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.64,48.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,MCBS,METROCITY BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,66.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.59,48.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
145,ECBK,ECB BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.41,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.41,48.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
