early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,75.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
85,TRMK,TRUSTMARK CORP,NASDAQ+RUSSELL2000,Financials,66.49,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,53.2,44.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
86,TCBI,TEXAS CAPITAL BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,66.47,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,53.12,44.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
87,TGLS,TECNOGLASS INC,RUSSELL2000,Industrials,66.45,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,53.07,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
88,NBBK,NB BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.44,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,53.03,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
89,ELVN,ENLIVEN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.61,49.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,HLMN,HILLMAN SOLUTIONS CORP,NASDAQ+RUSSELL2000,Industrials,66.3,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,52.62,44.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
91,PSFE,PAYSAFE LTD,RUSSELL2000,Financials,66.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.89,48.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,ATEC,ALPHATEC HOLDNGS INC,NASDAQ+RUSSELL2000,Health Care,66.23,82.0,early_transition,61.8,bullish_above_signal_proxy,63.32,47.91,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,MBX,MBX BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,66.14,72.0,confirmed_bullish_trend,25.0,bearish_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
94,NVCT,NUVECTIS PHARMA INC,NASDAQ+RUSSELL2000,Health Care,66.14,72.0,confirmed_bullish_trend,25.0,bearish_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
95,MRBK,MERIDIAN CORP,NASDAQ+RUSSELL2000,Financials,66.13,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,52.11,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
96,IMRX,IMMUNEERING CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,66.12,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.07,49.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,KOD,KODIAK SCIENCES INC,NASDAQ+RUSSELL2000,Health Care,66.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.02,49.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,TYRA,TYRA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,66.11,82.0,early_transition,61.8,bullish_above_signal_proxy,62.94,47.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,AGL,AGILON HEALTH,RUSSELL2000,Health Care,66.11,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,51.57,45.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
100,AVIR,ATEA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.08,82.0,early_transition,61.8,bullish_above_signal_proxy,62.86,47.82,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,SYRE,SPYRE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.95,49.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,EVI,EVI INDUSTRIES INC,RUSSELL2000,Industrials,66.06,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,55.99,45.45,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
103,GWRS,GLOBAL WATER RESOURCES INC,NASDAQ+RUSSELL2000,Utilities,66.05,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,55.48,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
104,EVH,EVOLENT HEALTH INC CLASS A,RUSSELL2000,Health Care,66.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.82,49.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,OTTR,OTTER TAIL CORP,NASDAQ+RUSSELL2000,Utilities,66.01,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,51.29,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
106,BWIN,BALDWIN INSURANCE GROUP INC CLASS,NASDAQ+RUSSELL2000,Financials,65.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
107,DNTH,DIANTHUS THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,65.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.63,49.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,QTWO,Q2 HOLDINGS INC,RUSSELL2000,Information Technology,65.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.07,48.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
109,NRDS,NERDWALLET INC CLASS A,NASDAQ+RUSSELL2000,Financials,65.95,82.0,early_transition,61.8,bullish_above_signal_proxy,62.93,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,IKT,INHIBIKASE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.46,49.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,SGMT,SAGIMET BIOSCIENCES INC SERIES A,NASDAQ+RUSSELL2000,Health Care,65.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.44,49.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,NMRK,NEWMARK GROUP INC CLASS A,NASDAQ+RUSSELL2000,Real Estate,65.9,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,51.39,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
113,ASH,ASHLAND INC,RUSSELL2000,Materials,65.9,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,51.4,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
114,LMAT,LEMAITRE VASCULAR INC,NASDAQ+RUSSELL2000,Health Care,65.81,82.0,early_transition,61.8,bullish_above_signal_proxy,62.05,47.66,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,AVO,MISSION PRODUCE INC,NASDAQ+RUSSELL2000,Consumer Staples,65.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.03,49.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,QDEL,QUIDELORTHO CORP,NASDAQ+RUSSELL2000,Health Care,65.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.96,49.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,BPRN,PRINCETON BANCORP INC,NASDAQ+RUSSELL2000,Financials,65.73,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,50.89,44.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
118,TCBX,THIRD COAST BANCSHARES INC,RUSSELL2000,Financials,65.69,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,50.75,44.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
119,LKFN,LAKELAND FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,65.68,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,50.74,44.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
120,BRZE,BRAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,65.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.1,48.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,SPT,SPROUT SOCIAL INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,65.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.93,48.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
122,CTKB,CYTEK BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,65.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.97,49.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,WK,WORKIVA INC CLASS A,RUSSELL2000,Information Technology,65.39,82.0,early_transition,61.8,bullish_above_signal_proxy,61.22,46.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,IBP,INSTALLED BUILDING PRODUCTS INC,RUSSELL2000,Consumer Discretionary,65.37,82.0,early_transition,61.8,bullish_above_signal_proxy,61.15,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,MBUU,MALIBU BOATS CLASS A INC,NASDAQ+RUSSELL2000,Consumer Discretionary,65.36,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,53.84,45.02,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
126,NCNO,NCINO INC,NASDAQ+RUSSELL2000,Information Technology,65.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.14,48.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,ALMS,ALUMIS INC,NASDAQ+RUSSELL2000,Health Care,65.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.49,49.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,RPAY,REPAY HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Financials,65.26,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.92,48.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,HBB,HAMILTON BEACH BRANDS HOLDING COMP,RUSSELL2000,Consumer Discretionary,65.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.87,48.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,LOVE,LOVESAC COMPANY,NASDAQ+RUSSELL2000,Consumer Discretionary,65.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.81,48.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,PUBM,PUBMATIC INC CLASS A,NASDAQ+RUSSELL2000,Communication,65.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.8,48.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,OOMA,OOMA INC,RUSSELL2000,Information Technology,65.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.81,48.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,SUPN,SUPERNUS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.2,82.0,early_transition,61.8,bullish_above_signal_proxy,60.19,47.29,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,EAT,BRINKER INTERNATIONAL INC,RUSSELL2000,Consumer Discretionary,65.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.72,48.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,GPRE,GREEN PLAINS INC,NASDAQ+RUSSELL2000,Energy,65.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.68,48.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,65.15,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.58,48.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,VALU,VALUE LINE INC,NASDAQ+RUSSELL2000,Financials,65.07,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.33,48.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,NABL,N ABLE INC,RUSSELL2000,Information Technology,65.07,82.0,early_transition,59.55,bullish_above_signal_proxy,96.42,53.53,11.37,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
139,PFSI,PENNYMAC FINANCIAL SERVICES INC,RUSSELL2000,Financials,65.07,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,52.96,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
140,ELDN,ELEDON PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.06,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.84,49.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,PD,PAGERDUTY INC,RUSSELL2000,Information Technology,64.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.0,48.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
142,USNA,USANA HEALTH SCIENCES INC,RUSSELL2000,Consumer Staples,64.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.45,48.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,GALT,GALECTIN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.89,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
144,MCHB,MECHANICS BANCORP CLASS A,NASDAQ+RUSSELL2000,Financials,64.88,82.0,early_transition,61.8,bullish_above_signal_proxy,59.68,46.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
