early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,79.42,85.0,early_transition,63.15,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
85,PKBK,PARKE BANCORP INC,NASDAQ+RUSSELL2000,Financials,68.01,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,54.05,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
86,EBC,EASTERN BANKSHARES INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,67.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,78.09,49.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,MCBS,METROCITY BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,67.86,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.33,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
88,SBFG,SB FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,67.82,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,73.93,49.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,ERAS,ERASCA INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,67.79,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.12,50.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,HBCP,HOME BANCORP INC,NASDAQ+RUSSELL2000,Financials,67.76,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.03,45.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
91,BANR,BANNER CORP,NASDAQ+RUSSELL2000,Financials,67.67,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.76,45.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
92,PECO,PHILLIPS EDISON AND COMPANY INC,NASDAQ+RUSSELL2000,Real Estate,67.65,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.7,45.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
93,SPHR,SPHERE ENTERTAINMENT CLASS A,RUSSELL2000,Communication,67.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.92,49.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
94,LKFN,LAKELAND FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,67.53,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.35,45.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
95,BDC,BELDEN INC,RUSSELL2000,Information Technology,67.53,82.0,early_transition,61.8,bullish_above_signal_proxy,67.69,47.79,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,SKY,CHAMPION HOMES INC,RUSSELL2000,Consumer Discretionary,67.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.77,49.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,ATEN,A10 NETWORKS INC,RUSSELL2000,Information Technology,67.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.7,49.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,GLUE,MONTE ROSA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.47,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,58.77,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
99,NUTX,NUTEX HEALTH INC,NASDAQ+RUSSELL2000,Health Care,67.41,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.97,50.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,RBB,RBB BANCORP,NASDAQ+RUSSELL2000,Financials,67.4,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.67,48.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,WGS,GENEDX HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,67.4,82.0,early_transition,61.8,bullish_above_signal_proxy,66.86,48.62,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,GO,GROCERY OUTLET HOLDING CORP,NASDAQ+RUSSELL2000,Consumer Staples,67.39,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.18,49.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,AWR,AMERICAN STATES WATER,RUSSELL2000,Utilities,67.37,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.39,46.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
104,UCB,UNITED COMMUNITY BANKS INC,RUSSELL2000,Financials,67.33,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.75,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
105,ARL,AMERICAN REALTY INVESTORS INC,RUSSELL2000,Real Estate,67.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.14,49.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,DYN,DYNE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.4,50.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,RUSSELL2000,Financials,67.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.87,49.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,RCMT,RCM TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,67.18,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,84.83,51.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
109,FLR,FLUOR CORP,RUSSELL2000,Industrials,67.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.74,49.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,SVV,SAVERS VALUE VILLAGE INC,RUSSELL2000,Consumer Discretionary,67.18,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.01,48.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,VICR,VICOR CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,67.14,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,71.85,48.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,PRG,PROG HOLDINGS INC,RUSSELL2000,Financials,67.1,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,71.73,48.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,LGIH,LGI HOMES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,67.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.42,49.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,CFBK,CF BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,67.06,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.63,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,DHC,DIVERSIFIED HEALTHCARE TRUST,NASDAQ+RUSSELL2000,Real Estate,67.01,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.77,45.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
116,APOG,APOGEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,67.0,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,71.43,48.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,MEI,METHODE ELECTRONICS INC,RUSSELL2000,Information Technology,66.98,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,71.38,48.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
118,HRTG,HERITAGE INSURANCE HOLDINGS INC,RUSSELL2000,Financials,66.9,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.51,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
119,RDNT,RADNET INC,NASDAQ+RUSSELL2000,Health Care,66.89,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.05,46.86,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
120,HAPN,HAPPEN INC,NASDAQ+RUSSELL2000,Financials,66.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.83,49.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,DERM,JOURNEY MEDICAL CORP,NASDAQ+RUSSELL2000,Health Care,66.83,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,50.0,45.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
122,HTFL,HEARTFLOW INC,NASDAQ+RUSSELL2000,Health Care,66.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.23,50.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,ROCK,GIBRALTAR INDUSTRIES INC,NASDAQ+RUSSELL2000,Industrials,66.83,82.0,early_transition,61.8,bullish_above_signal_proxy,65.58,47.37,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,CDNA,CAREDX INC,NASDAQ+RUSSELL2000,Health Care,66.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.05,50.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,HDSN,HUDSON TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,66.73,82.0,early_transition,61.8,bullish_above_signal_proxy,65.27,47.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,LION,LIONSGATE STUDIOS CORP,RUSSELL2000,Communication,66.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.24,49.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,KNF,KNIFE RIVER CORP,RUSSELL2000,Materials,66.58,82.0,early_transition,49.8,bullish_below_zero_proxy,73.9,49.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
128,JANX,JANUX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.54,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,55.94,46.44,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
129,MNKD,MANNKIND CORP,NASDAQ+RUSSELL2000,Health Care,66.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.32,49.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,TBPH,THERAVANCE BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,66.45,85.0,early_transition,63.15,bullish_above_signal_proxy,60.24,47.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,BXC,BLUELINX HOLDINGS INC,RUSSELL2000,Industrials,66.45,82.0,early_transition,61.8,bullish_above_signal_proxy,64.43,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,CIA,CITIZENS INC CLASS A,RUSSELL2000,Financials,66.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.53,48.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,PBFS,PIONEER BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.37,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.29,48.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,CWBC,COMMUNITY WEST BANCSHARES,NASDAQ+RUSSELL2000,Financials,66.32,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,69.38,48.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,MYGN,MYRIAD GENETICS INC,NASDAQ+RUSSELL2000,Health Care,66.31,82.0,early_transition,61.8,bullish_above_signal_proxy,63.54,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,EWTX,EDGEWISE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.54,49.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,CECO,CECO ENVIRONMENTAL CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,66.26,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.95,48.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,SKYW,SKYWEST INC,NASDAQ+RUSSELL2000,Industrials,66.25,82.0,early_transition,61.8,bullish_above_signal_proxy,63.83,47.02,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,LXFR,LUXFER HOLDINGS PLC,RUSSELL2000,Industrials,66.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.93,48.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,WOR,WORTHINGTON ENTERPRISES INC,RUSSELL2000,Industrials,66.25,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,69.18,48.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,RGR,STURM RUGER INC,RUSSELL2000,Consumer Discretionary,66.23,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,56.5,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
142,SWBI,SMITH WESSON BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,66.21,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,79.17,50.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
143,RSI,RUSH STREET INTERACTIVE INC CLASS,RUSSELL2000,Consumer Discretionary,66.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.78,48.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,AX,AXOS FINANCIAL INC,RUSSELL2000,Financials,66.12,85.0,early_transition,63.15,bullish_above_signal_proxy,59.69,46.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
