early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
606,NESR,NATIONAL ENERGY SERVICES REUNITED,NASDAQ+RUSSELL2000,Energy,57.34,100.0,fresh_bullish_cross,25.0,bearish_proxy,48.33,43.92,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
607,VSEC,VSE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,57.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.1,50.67,11.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
608,PNTG,PENNANT GROUP INC,NASDAQ+RUSSELL2000,Health Care,57.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,45.3,44.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
609,ACTG,ACACIA RESEARCH CORP,NASDAQ+RUSSELL2000,Financials,57.27,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,54.8,45.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
610,TEX,TEREX CORP,RUSSELL2000,Industrials,57.18,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,74.76,49.2,10.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
611,CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,NASDAQ+RUSSELL2000,Health Care,57.13,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,93.68,53.99,15.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
612,IMAX,IMAX CORP,RUSSELL2000,Communication,57.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.17,50.68,11.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
613,LFCR,LIFECORE BIOMEDICAL INC,NASDAQ+RUSSELL2000,Health Care,57.08,72.0,confirmed_bullish_trend,25.0,bearish_proxy,72.54,49.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
614,RIGL,RIGEL PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,57.07,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,81.34,51.52,12.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
615,ATRO,ASTRONICS CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,57.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.68,49.79,10.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
616,FLNC,FLUENCE ENERGY INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,57.02,72.0,confirmed_bullish_trend,25.0,bearish_proxy,72.83,48.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
617,EAT,BRINKER INTERNATIONAL INC,RUSSELL2000,Consumer Discretionary,57.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.24,49.9,10.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
618,DNLI,DENALI THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,56.94,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.8,52.01,12.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
619,WT,WISDOMTREE INC,RUSSELL2000,Financials,56.94,100.0,fresh_bullish_cross,25.0,bearish_proxy,47.13,43.68,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
620,PRVA,PRIVIA HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,56.93,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,53.3,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
621,DY,DYCOM INDUSTRIES INC,RUSSELL2000,Industrials,56.93,75.0,confirmed_bullish_trend,26.35,bearish_proxy,68.79,48.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
622,SVV,SAVERS VALUE VILLAGE INC,RUSSELL2000,Consumer Discretionary,56.93,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,74.55,49.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
623,PRCH,PORCH GROUP INC,NASDAQ+RUSSELL2000,Information Technology,56.92,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.78,51.01,12.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
624,ZWS,ZURN ELKAY WATER SOLUTIONS CORP,RUSSELL2000,Industrials,56.88,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,53.61,44.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
625,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,56.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.94,53.24,14.62,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
626,WNEB,WESTERN NEW ENGLAND BANCORP INC,NASDAQ+RUSSELL2000,Financials,56.79,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,53.33,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
627,CECO,CECO ENVIRONMENTAL CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,56.78,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.64,49.58,11.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
628,PKOH,PARK OHIO HOLDINGS CORP,NASDAQ+RUSSELL2000,Industrials,56.77,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,79.23,50.1,12.24,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
629,SYRE,SPYRE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,56.74,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,18.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
630,STNG,SCORPIO TANKERS INC,RUSSELL2000,Energy,56.74,75.0,confirmed_bullish_trend,51.15,bullish_below_zero_proxy,49.45,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
631,STRL,STERLING INFRASTRUCTURE INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,56.72,72.0,confirmed_bullish_trend,25.0,bearish_proxy,71.91,48.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
632,AEIS,ADVANCED ENERGY INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,56.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.92,50.23,11.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
633,PTCT,PTC THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,56.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.13,51.08,11.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
634,CORZ,CORE SCIENTIFIC INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,56.56,72.0,confirmed_bullish_trend,25.0,bearish_proxy,71.44,48.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
635,SCSC,SCANSOURCE INC,NASDAQ+RUSSELL2000,Information Technology,56.5,75.0,confirmed_bullish_trend,25.0,bearish_proxy,68.53,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
636,SXI,STANDEX INTERNATIONAL CORP,RUSSELL2000,Industrials,56.5,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.56,50.56,12.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
637,FISI,FINANCIAL INSTITUTIONS INC,NASDAQ+RUSSELL2000,Financials,56.49,75.0,confirmed_bullish_trend,26.35,bearish_proxy,67.46,47.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
638,KNF,KNIFE RIVER CORP,RUSSELL2000,Materials,56.43,82.0,early_transition,47.55,bullish_below_zero_proxy,76.16,49.48,10.33,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
639,SNEX,STONEX GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,56.41,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.83,51.42,13.54,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
640,ETON,ETON PHARMACEUTCIALS INC,NASDAQ+RUSSELL2000,Health Care,56.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,42.5,43.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
641,BCAX,BICARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,56.34,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,77.86,50.82,12.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
642,AIR,AAR CORP,RUSSELL2000,Industrials,56.33,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,81.45,50.54,13.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
643,PEB,PEBBLEBROOK HOTEL TRUST REIT,RUSSELL2000,Real Estate,56.33,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,87.66,51.78,15.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
644,TTMI,TTM TECHNOLOGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,56.25,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,78.61,49.97,12.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
645,LPRO,OPEN LENDING CORP,NASDAQ+RUSSELL2000,Financials,56.22,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,18.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
646,RBCAA,REPUBLIC BANCORP INC CLASS A,NASDAQ+RUSSELL2000,Financials,56.21,75.0,confirmed_bullish_trend,25.0,bearish_proxy,67.65,47.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
647,EFSI,EAGLE FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,56.1,72.0,confirmed_bullish_trend,25.0,bearish_proxy,70.03,48.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
648,EXFY,EXPENSIFY INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,56.06,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,19.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
649,CRMD,CORMEDIX INC,NASDAQ+RUSSELL2000,Health Care,56.0,75.0,confirmed_bullish_trend,26.35,bearish_proxy,65.54,48.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
650,ATEN,A10 NETWORKS INC,RUSSELL2000,Information Technology,55.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.47,49.34,10.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
651,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,55.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,69.03,49.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
652,NWPX,NWPX INFRASTRUCTURE INC,NASDAQ+RUSSELL2000,Industrials,55.91,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,86.92,51.63,15.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
653,ACT,ENACT HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,55.89,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,50.61,44.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
654,CXW,CORECIVIC REIT INC,RUSSELL2000,Industrials,55.86,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,54.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
655,GNE,GENIE ENERGY LTD CLASS B,RUSSELL2000,Utilities,55.84,82.0,early_transition,25.0,bearish_proxy,59.7,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
656,MCS,THE MARCUS CORP,RUSSELL2000,Communication,55.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.52,52.35,15.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
657,CADL,CANDEL THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,55.81,72.0,confirmed_bullish_trend,25.0,bearish_proxy,68.69,48.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
658,MEI,METHODE ELECTRONICS INC,RUSSELL2000,Information Technology,55.81,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.87,49.42,11.75,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
659,KLIC,KULICKE AND SOFFA INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,55.76,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,74.85,49.22,11.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
