early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MQ,MARQETA INC CLASS A,NASDAQ+RUSSELL2000,Financials,84.94,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1407,CCRN,CROSS COUNTRY HEALTHCARE INC,NASDAQ+RUSSELL2000,Health Care,35.24,72.0,confirmed_bullish_trend,22.75,bearish_proxy,45.85,44.42,12.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1408,NVGS,NAVIGATOR HOLDINGS LTD,RUSSELL2000,Energy,35.23,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.82,42.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1409,GTX,GARRETT MOTION,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,35.22,35.0,mixed_sideways,25.0,bearish_proxy,40.39,42.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1410,OKUR,ONKURE THERAPEUTICS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,35.22,35.0,mixed_sideways,25.0,bearish_proxy,39.96,43.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1411,ALTG,ALTA EQUIPMENT GROUP INC CLASS A,RUSSELL2000,Industrials,35.22,35.0,mixed_sideways,25.0,bearish_proxy,40.4,42.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1412,FGBI,FIRST GUARANTY BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,35.18,35.0,mixed_sideways,25.0,bearish_proxy,40.29,42.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1413,NUS,NU SKIN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Staples,35.18,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.21,43.09,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1414,TK,TEEKAY CORPORATION CORP LTD,RUSSELL2000,Energy,35.15,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.59,42.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1415,MTRN,MATERION CORP,RUSSELL2000,Materials,35.1,35.0,mixed_sideways,25.0,bearish_proxy,40.03,42.26,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1416,ACEL,ACCEL ENTERTAINMENT INC CLASS A,RUSSELL2000,Consumer Discretionary,35.01,35.0,mixed_sideways,25.0,bearish_proxy,39.78,42.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1417,SSRM,SSR MINING INC,NASDAQ+NASDAQ500+RUSSELL2000,Materials,35.0,15.0,bearish_transition,25.0,bearish_proxy,57.91,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1418,MMS,MAXIMUS INC,RUSSELL2000,Industrials,34.96,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.02,42.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1419,WGS,GENEDX HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,34.92,35.0,mixed_sideways,25.0,bearish_proxy,39.04,43.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1420,HLIT,HARMONIC INC,NASDAQ+RUSSELL2000,Information Technology,34.9,35.0,mixed_sideways,25.0,bearish_proxy,39.44,42.14,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1421,UPST,UPSTART HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,34.9,35.0,mixed_sideways,25.0,bearish_proxy,39.44,42.14,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1422,URG,UR ENERGY INC,RUSSELL2000,Energy,34.85,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,22.0,38.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1423,PKE,PARK AEROSPACE CORP,RUSSELL2000,Industrials,34.84,35.0,mixed_sideways,25.0,bearish_proxy,39.26,42.1,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1424,OSIS,OSI SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,34.75,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.36,41.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1425,SD,SANDRIDGE ENERGY INC,RUSSELL2000,Energy,34.75,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.38,41.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1426,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.74,35.0,mixed_sideways,25.0,bearish_proxy,38.96,42.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1427,KN,KNOWLES CORP,RUSSELL2000,Information Technology,34.69,35.0,mixed_sideways,25.0,bearish_proxy,38.8,42.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1428,STUB,STUBHUB HOLDINGS INC CLASS A,RUSSELL2000,Communication,34.63,35.0,mixed_sideways,25.0,bearish_proxy,38.61,41.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1429,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,RUSSELL2000,Health Care,34.59,35.0,mixed_sideways,25.0,bearish_proxy,38.03,42.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1430,CRMD,CORMEDIX INC,NASDAQ+RUSSELL2000,Health Care,34.54,35.0,mixed_sideways,25.0,bearish_proxy,37.89,42.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1431,INBX,INHIBRX BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,34.53,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.26,42.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1432,EPAC,ENERPAC TOOL GROUP CORP CLASS A,RUSSELL2000,Industrials,34.5,15.0,bearish_transition,25.0,bearish_proxy,56.39,45.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1433,PRTA,PROTHENA PLC,NASDAQ+RUSSELL2000,Health Care,34.48,15.0,bearish_transition,25.0,bearish_proxy,55.89,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1434,SSP,EW SCRIPPS CLASS A,NASDAQ+RUSSELL2000,Communication,34.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.56,41.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1435,CRC,CALIFORNIA RESOURCES CORP,RUSSELL2000,Energy,34.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.57,41.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1436,CDRE,CADRE HOLDINGS INC,RUSSELL2000,Industrials,34.45,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.45,41.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1437,KLIC,KULICKE AND SOFFA INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.39,35.0,mixed_sideways,25.0,bearish_proxy,37.88,41.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1438,HAE,HAEMONETICS CORP,RUSSELL2000,Health Care,34.39,35.0,mixed_sideways,25.0,bearish_proxy,37.43,42.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1439,SHOO,STEVEN MADDEN LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,34.34,35.0,mixed_sideways,25.0,bearish_proxy,37.72,41.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1440,BTU,PEABODY ENERGY CORP,RUSSELL2000,Energy,34.33,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.11,41.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1441,NUVL,NUVALENT INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,34.27,72.0,confirmed_bullish_trend,22.75,bearish_proxy,47.9,44.83,14.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1442,SHAZ,SHARONAI HOLDINGS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.26,35.0,mixed_sideways,25.0,bearish_proxy,37.49,41.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1443,IMXI,INTERNATIONAL MONEY EXPRESS INC,NASDAQ+RUSSELL2000,Financials,34.25,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.84,41.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1444,DAN,DANA INCORPORATED INC,RUSSELL2000,Consumer Discretionary,34.25,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.86,41.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1445,MUR,MURPHY OIL CORP,RUSSELL2000,Energy,34.23,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.78,41.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1446,WHD,CACTUS INC CLASS A,RUSSELL2000,Energy,34.17,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.62,41.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1447,ACMR,ACM RESEARCH CLASS A INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.1,35.0,mixed_sideways,25.0,bearish_proxy,37.01,41.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1448,SLVM,SYLVAMO CORP,RUSSELL2000,Materials,34.1,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.39,41.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1449,AVR,ANTERIS TECHNOLOGIES GLOBAL CORP,NASDAQ+RUSSELL2000,Health Care,34.06,35.0,mixed_sideways,25.0,bearish_proxy,36.42,42.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1450,REAL,THE REALREAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,34.05,15.0,bearish_transition,25.0,bearish_proxy,55.05,45.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1451,ALNT,ALLIENT INC,NASDAQ+RUSSELL2000,Industrials,34.03,35.0,mixed_sideways,25.0,bearish_proxy,36.8,41.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1452,KRUS,KURA SUSHI USA INC,NASDAQ+RUSSELL2000,Consumer Discretionary,34.0,15.0,bearish_transition,25.0,bearish_proxy,54.89,45.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1453,GOGO,GOGO INC,NASDAQ+RUSSELL2000,Communication,33.95,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.95,41.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1454,BRSL,BRIGHTSTAR LOTTERY PLC,RUSSELL2000,Consumer Discretionary,33.95,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.94,41.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1455,EPM,EVOLUTION PETROLEUM CORP,RUSSELL2000,Energy,33.95,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.94,41.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1456,HNRG,HALLADOR ENERGY,NASDAQ+RUSSELL2000,Utilities,33.94,15.0,bearish_transition,25.0,bearish_proxy,54.25,46.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1457,NE,NOBLE CORPORATION PLC,RUSSELL2000,Energy,33.92,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.86,41.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1458,RIG,TRANSOCEAN LTD,RUSSELL2000,Energy,33.9,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.8,41.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1459,HELE,HELEN OF TROY LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,33.87,35.0,mixed_sideways,25.0,bearish_proxy,36.32,41.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1460,CEVA,CEVA INC,NASDAQ+RUSSELL2000,Information Technology,33.84,35.0,mixed_sideways,25.0,bearish_proxy,36.21,41.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1461,CNXC,CONCENTRIX CORP,NASDAQ+RUSSELL2000,Industrials,33.79,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,18.8,38.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1462,STRZ,STARZ ENTERTAINMENT CORP,NASDAQ+RUSSELL2000,Communication,33.79,35.0,mixed_sideways,25.0,bearish_proxy,36.08,41.47,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1463,EGAN,EGAIN CORP,NASDAQ+RUSSELL2000,Information Technology,33.77,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.41,41.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1464,BKKT,BAKKT INC CLASS A,RUSSELL2000,Financials,33.76,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.37,41.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1465,PAYO,PAYONEER GLOBAL INC,NASDAQ+RUSSELL2000,Financials,33.71,72.0,confirmed_bullish_trend,22.75,bearish_proxy,51.66,44.58,15.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1466,GPI,GROUP AUTOMOTIVE INC,RUSSELL2000,Consumer Discretionary,33.69,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.17,41.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1467,TMHC,TAYLOR MORRISON HOME CORP,RUSSELL2000,Consumer Discretionary,33.68,72.0,confirmed_bullish_trend,22.75,bearish_proxy,46.71,43.59,14.16,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1468,TPC,TUTOR PERINI CORP,RUSSELL2000,Industrials,33.6,15.0,bearish_transition,25.0,bearish_proxy,53.69,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1469,PCYO,PURE CYCLE CORP,NASDAQ+RUSSELL2000,Utilities,33.55,15.0,bearish_transition,25.0,bearish_proxy,53.08,45.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1470,FMC,FMC CORP,RUSSELL2000,Materials,33.54,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.69,41.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1471,PLSE,PULSE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,33.51,35.0,mixed_sideways,25.0,bearish_proxy,34.75,42.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1472,KNF,KNIFE RIVER CORP,RUSSELL2000,Materials,33.49,15.0,bearish_transition,25.0,bearish_proxy,53.35,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1473,INVX,INNOVEX INTERNATIONAL INC,RUSSELL2000,Energy,33.46,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.47,41.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1474,TNGX,TANGO THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,33.45,35.0,mixed_sideways,25.0,bearish_proxy,34.57,42.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1475,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,RUSSELL2000,Financials,33.4,15.0,bearish_transition,25.0,bearish_proxy,53.07,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1476,GNE,GENIE ENERGY LTD CLASS B,RUSSELL2000,Utilities,33.39,15.0,bearish_transition,25.0,bearish_proxy,52.57,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1477,LBRT,LIBERTY ENERGY INC CLASS A,RUSSELL2000,Energy,33.35,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.12,41.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1478,KVHI,KVH INDUSTRIES INC,NASDAQ+RUSSELL2000,Information Technology,33.34,15.0,bearish_transition,25.0,bearish_proxy,52.89,44.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1479,LYEL,LYELL IMMUNOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,33.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,33.34,41.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1480,LUCD,LUCID DIAGNOSTICS INC,NASDAQ+RUSSELL2000,Health Care,33.2,15.0,bearish_transition,25.0,bearish_proxy,52.02,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1481,GHM,GRAHAM CORP,RUSSELL2000,Industrials,33.16,15.0,bearish_transition,25.0,bearish_proxy,52.34,44.72,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1482,WGO,WINNEBAGO INDUSTRIES INC,RUSSELL2000,Consumer Discretionary,33.14,15.0,bearish_transition,25.0,bearish_proxy,52.29,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1483,HQI,HIREQUEST INC,NASDAQ+RUSSELL2000,Industrials,33.05,35.0,mixed_sideways,25.0,bearish_proxy,33.81,41.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1484,PLAB,PHOTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,32.9,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.76,40.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1485,CCCC,C4 THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,32.85,35.0,mixed_sideways,25.0,bearish_proxy,32.76,41.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1486,CRNC,CERENCE INC,NASDAQ+RUSSELL2000,Information Technology,32.75,35.0,mixed_sideways,25.0,bearish_proxy,32.93,40.84,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1487,TROX,TRONOX HOLDINGS PLC,RUSSELL2000,Materials,32.75,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,15.66,37.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1488,VAL,VALARIS LTD,RUSSELL2000,Energy,32.73,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.26,40.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1489,FLWS,1-800 FLOWERS.COM INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,32.71,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.18,40.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1490,FLOC,FLOWCO HOLDINGS INC CLASS A,RUSSELL2000,Energy,32.7,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.16,40.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1491,OFLX,OMEGA FLEX INC,NASDAQ+RUSSELL2000,Industrials,32.69,18.0,bearish_transition,26.35,bearish_proxy,47.18,43.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1492,SHOE,SHOE STATION GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,32.68,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.09,40.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1493,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,32.57,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.76,40.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1494,MPAA,MOTORCAR PARTS OF AMERICA INC,NASDAQ+RUSSELL2000,Consumer Discretionary,32.56,35.0,mixed_sideways,25.0,bearish_proxy,32.35,40.72,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1495,TRON,TRON INC,NASDAQ+RUSSELL2000,Consumer Discretionary,32.49,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,14.86,37.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1496,NKTX,NKARTA INC,NASDAQ+RUSSELL2000,Health Care,32.47,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,35.4,42.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1497,USAU,US GOLD CORP,NASDAQ+RUSSELL2000,Materials,32.42,15.0,bearish_transition,25.0,bearish_proxy,50.1,44.27,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1498,FUBO,FUBOTV INC CLASS A,RUSSELL2000,Communication,32.42,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.31,40.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
